x	y	cluster	P31_obj_set_id_label	P31_obj_set	colors	label_gold1
-31.188183	96.30511	87	(Q104093746) lake or pond, (Q23397) lake	Q104093746, Q23397	#006cff	geography
76.10236	-45.46836	71	(Q15069452) Natura 2000 protected area	Q15069452	#0040ff	geography
-81.78356	68.76146	3	(Q12661150) column shrine	Q12661150	#000089	geography
11.329026	67.51294	147	(Q2309609) wayside cross	Q2309609	#23ffd4	geography
-94.62235	-9.5565405	6	(Q21573182) Naturdenkmal in Germany	Q21573182	#000092	geography
-40.234074	73.90111	31	(Q16887036) gap	Q16887036	#0000df	geography
-42.76329	60.506336	131	(Q106259) polder	Q106259	#00e4f8	geography
-18.248766	139.66585	162	(Q12859788) steamship, (Q852190) shipwreck	Q12859788, Q852190	#43ffb4	geography
-72.41872	11.150761	218	(Q3177968) vivarium	Q3177968	#c1ff36	geography
74.33185	-4.6046925	194	(Q21562164) National Historical Commission of the Philippines historical marker	Q21562164	#8aff6d	geography
74.35551	-42.074722	292	(Q20071150) botanical natural monument	Q20071150	#ff7a00	geography
-0.90552825	75.62203	133	(Q23069713) pass	Q23069713	#06ecf1	geography
-77.18264	62.53557	221	(Q1935728) stone circle	Q1935728	#c7ff30	geography
5.6576576	46.489185	206	(Q7379880) runic inscription	Q7379880	#a7ff50	geography
-38.68096	27.26217	88	(Q684740) real property	Q684740	#0070ff	geography
-40.97051	73.4529	31	(Q2231510) col	Q2231510	#0000df	geography
59.2812	40.940155	182	(Q17172602) monumental cross	Q17172602	#70ff87	geography
-43.143127	79.35812	288	(Q2082774) shieling	Q2082774	#ff8200	geography
-55.120045	63.457222	80	(Q2092603) member	Q2092603	#0058ff	geography
-8.571786	-25.264122	100	(Q7246143) Private Natural Heritage Conservation Area	Q7246143	#0090ff	geography
-34.0291	82.45012	223	(Q637600) sabkha	Q637600	#caff2c	geography
-12.601493	109.87619	196	(Q12323) dam,  - ,  -	Q12323	#90ff66	geography
-93.74742	-10.422201	6	(Q22969563) bodendenkmal	Q22969563	#000092	geography
0.3506223	101.26523	225	(Q459297) qanat	Q459297	#d1ff26	geography
-11.408267	107.106575	196	(Q28045079) contour fort	Q28045079	#90ff66	geography
-35.45924	44.74329	249	(Q92086) promontory fort	Q92086	#ffe600	geography
-78.0924	63.708378	221	(Q15120977) stone grave	Q15120977	#c7ff30	geography
1.1988518	100.861595	225	(Q55468440) underground irrigation canal	Q55468440	#d1ff26	geography
-71.92731	18.4531	281	(Q478251) bar	Q478251	#ff9400	geography
-77.177704	64.36382	221	(Q2341654) stone setting	Q2341654	#c7ff30	geography
-69.12495	-3.2099857	373	(Q87193797) tjern / tjärn	Q87193797	#800000	geography
-91.18207	55.98466	145	(Q2046310) bowl barrow	Q2046310	#1fffd7	geography
-89.98628	55.68801	145	(Q2046325) round barrow	Q2046325	#1fffd7	geography
-46.124443	-6.7699633	59	(Q12672672) ancient burial ground	Q12672672	#0020ff	geography
-82.10283	83.219955	142	(Q55710865) pan	Q55710865	#19ffde	geography
-17.682585	138.2364	162	(Q13561346) fishing vessel, (Q852190) shipwreck	Q13561346, Q852190	#43ffb4	geography
65.18366	-25.24217	353	- , (Q839954) archaeological site	Q839954	#bf0000	geography
-24.735912	-5.7534223	18	(Q28803049) nan	Q28803049	#0000b6	geography
-18.72013	140.80876	162	(Q210223) sloop, (Q852190) shipwreck	Q210223, Q852190	#43ffb4	geography
13.311237	30.089678	20	(Q4830453) business, (Q6881511) enterprise	Q4830453, Q6881511	#0000bb	government, legal
71.793434	-59.161236	34	(Q820655) legislative act	Q820655	#0000e8	government, legal
58.46548	64.80723	150	(Q7278) political party	Q7278	#29ffce	government, legal
-6.3606234	56.047432	271	(Q163740) nonprofit organization	Q163740	#ffae00	government, legal
-33.17659	-46.797863	333	(Q21850100) municipal flag	Q21850100	#ff1300	government, legal
59.20477	65.72944	150	(Q7210356) political organisation	Q7210356	#29ffce	government, legal
-6.119826	-50.016598	84	(Q294414) public office	Q294414	#0064ff	government, legal
18.782324	18.752144	141	(Q4830453) business	Q4830453	#16ffe1	government, legal
-4.529752	56.57713	271	(Q43229) organization	Q43229	#ffae00	government, legal
-25.24756	30.97467	197	(Q355567) noble title	Q355567	#90ff66	government, legal
-6.1245017	-52.034016	84	(Q858439) presidential election	Q858439	#0064ff	government, legal
-47.731186	17.862453	216	(Q131569) treaty	Q131569	#baff3c	government, legal
-23.801495	-54.365295	61	(Q543654) city hall	Q543654	#0024ff	government, legal
-111.02859	31.304188	96	(Q1664720) institute	Q1664720	#0084ff	government, legal
-0.7136832	-49.854973	345	(Q15238777) legislative term	Q15238777	#d60000	government, legal
-26.433565	-68.511795	282	(Q22807280) flag of a country subdivision	Q22807280	#ff9100	government, legal
29.316137	6.8722806	300	(Q167270) trademark	Q167270	#ff6400	government, legal
15.770971	31.113676	20	(Q79913) non-governmental organization	Q79913	#0000bb	government, legal
4.583954	-63.79154	258	(Q783794) company	Q783794	#ffd000	government, legal
-7.920609	-43.646126	185	(Q43109) referendum	Q43109	#77ff80	government, legal
3.4717612	-91.14177	128	(Q2334719) legal case	Q2334719	#00dcfe	government, legal
72.01866	90.14986	121	(Q891723) public company	Q891723	#00c8ff	government, legal
-6.1972647	-49.70113	84	(Q40231) election	Q40231	#0064ff	government, legal
-31.674816	-16.498913	252	(Q27971968) constituency of the House of Commons	Q27971968	#ffde00	government, legal
-7.515754	-65.334045	163	(Q327333) government agency	Q327333	#46ffb1	government, legal
-9.734166	-89.060555	193	(Q23983664) demographics of country or region	Q23983664	#8aff6d	government, legal
-101.20705	-56.246986	152	(Q18706073) Public institution of intermunicipal cooperation with own taxation	Q18706073	#30ffc7	government, legal
71.30111	-61.094433	34	(Q326124) directive of the European Union	Q326124	#0000e8	government, legal
59.712524	66.352196	150	(Q6138528) political coalition	Q6138528	#29ffce	government, legal
-72.32736	-1.8739077	82	(Q28147344) Dutch municipal coat of arms	Q28147344	#0060ff	government, legal
104.55786	-63.506714	21	(Q132821) murder	Q132821	#0000bf	government, legal
31.323051	-10.239992	364	(Q3917681) embassy	Q3917681	#9b0000	government, legal
3.1236317	-90.020645	128	(Q41487) court	Q41487	#00dcfe	government, legal
18.424751	15.58114	141	(Q178790) trade union	Q178790	#16ffe1	government, legal
49.21193	-5.8093143	201	(Q15221623) bilateral relation	Q15221623	#9aff5d	government, legal
4.581608	-63.79981	258	(Q15911314) association	Q15911314	#ffd000	government, legal
-19.847963	-60.77865	346	(Q24333627) United States Senate election	Q24333627	#d60000	government, legal
-0.76762843	-49.849358	345	(Q2618461) legislative election	Q2618461	#d60000	government, legal
-5.6594343	51.07361	83	(Q157031) foundation	Q157031	#0060ff	government, legal
-78.81201	-51.30282	215	(Q39825) census	Q39825	#baff3c	government, legal
-29.80604	-41.74779	230	(Q15966540) local election	Q15966540	#dbff1c	government, legal
4.0251904	-92.763565	128	(Q18146819) United States Supreme Court case, (Q19692072) United States Supreme Court decision	Q18146819, Q19692072	#00dcfe	government, legal
77.42476	-62.304417	286	(Q4677783) Act of Parliament of the United Kingdom	Q4677783	#ff8900	government, legal
-7.3618603	-66.49452	163	(Q192350) ministry	Q192350	#46ffb1	government, legal
13.189462	29.994085	20	(Q6881511) enterprise	Q6881511	#0000bb	government, legal
-7.3225207	-65.186386	163	(Q2659904) government organization	Q2659904	#46ffb1	government, legal
-23.242224	-53.58411	61	(Q640506) cabinet	Q640506	#0024ff	government, legal
-6.1409216	-52.664047	84	(Q15261477) gubernatorial election	Q15261477	#0064ff	government, legal
11.585768	29.787825	20	(Q1589009) privately held company	Q1589009	#0000bb	government, legal
61.56732	21.138403	259	(Q1338798) United States executive order	Q1338798	#ffcc00	government, legal
-5.6148305	51.44256	83	(Q708676) charitable organization	Q708676	#0060ff	government, legal
-5.824841	56.143684	271	(Q163740) nonprofit organization, (Q43229) organization	Q163740, Q43229	#ffae00	government, legal
73.13238	-57.87536	34	(Q686822) bill	Q686822	#0000e8	government, legal
14.947406	30.710556	20	(Q21980538) commercial organization	Q21980538	#0000bb	government, legal
77.873535	-62.4924	286	(Q476068) Act of Congress in the United States	Q476068	#ff8900	government, legal
-23.109932	-5.466005	18	(Q18845791) nan	Q18845791	#0000b6	government, legal
70.895424	-57.902157	34	(Q2571972) decree	Q2571972	#0000e8	government, legal
57.784492	63.949852	150	(Q1666019) pressure group	Q1666019	#29ffce	government, legal
10.538871	29.606602	20	(Q167037) corporation	Q167037	#0000bb	government, legal
-46.978703	16.482235	216	(Q877358) United Nations Security Council resolution	Q877358	#baff3c	government, legal
-27.013582	-59.177376	61	(Q3508373) Syndicat Mixte	Q3508373	#0024ff	government, legal
104.55112	-63.518795	21	(Q19902850) witch trial	Q19902850	#0000bf	government, legal
-48.060146	6.2036386	125	(Q1006079) federal act	Q1006079	#00d4ff	government, legal
-9.54306	-45.693264	290	(Q1057954) by-election	Q1057954	#ff7e00	government, legal
8.411677	-31.266182	369	(Q18759100) baronetcy	Q18759100	#8d0000	government, legal
70.305695	-130.48099	158	(Q33283984) Act of the Parliament of India	Q33283984	#3cffba	government, legal
-9.004857	-43.25472	185	(Q335778) polling place	Q335778	#77ff80	government, legal
-9.391027	-42.650826	185	(Q51591359) voting result	Q51591359	#77ff80	government, legal
61.54123	20.921856	259	(Q7241458) presidential proclamation	Q7241458	#ffcc00	government, legal
3.8140087	-92.15618	128	(Q19692072) United States Supreme Court decision, (Q2334719) legal case	Q19692072, Q2334719	#00dcfe	government, legal
-47.3435	17.77991	216	(Q38647918) United Nations Treaty Series volume	Q38647918	#baff3c	government, legal
78.10399	-63.950447	286	(Q6451276) Congressional Research Service report	Q6451276	#ff8900	government, legal
-29.59159	-41.430435	230	(Q15280243) mayoral election	Q15280243	#dbff1c	government, legal
-10.1677265	-41.134808	185	(Q19571328) electoral result	Q19571328	#77ff80	government, legal
-26.777594	-4.0393076	18	(Q5650788) Szlachta coat of arms	Q5650788	#0000b6	government, legal
-30.367607	-42.574142	230	(Q152450) municipal election	Q152450	#dbff1c	government, legal
-24.972195	-59.684914	61	(Q64037785) county courthouse	Q64037785	#0024ff	government, legal
50.329075	-46.115883	85	(Q1004391) public notice	Q1004391	#0068ff	government, legal
61.91777	23.970049	259	(Q2061228) Executive Order of the President of Russia	Q2061228	#ffcc00	government, legal
2.809881	-88.9501	128	(Q155076) juridical person	Q155076	#00dcfe	government, legal
78.96594	-61.854794	286	(Q56731284) Act of the Parliament of Australia	Q56731284	#ff8900	government, legal
42.24987	-105.52388	146	(Q20669447) public inquiry	Q20669447	#1fffd7	government, legal
-45.267464	7.237996	125	(Q6453643) decree law	Q6453643	#00d4ff	government, legal
68.316696	-71.45142	285	(Q91586285) Act of the Oireachtas	Q91586285	#ff8900	government, legal
67.18706	-71.52062	285	(Q100532807) Irish Statutory Instrument	Q100532807	#ff8900	government, legal
65.25669	-71.337395	285	(Q7604686) UK Statutory Instrument	Q7604686	#ff8900	government, legal
41.068783	-106.30165	146	(Q98457443) inquiry report	Q98457443	#1fffd7	government, legal
-25.28072	-1.9653869	18	(Q18845793) Judicial Yuan Interpretations	Q18845793	#0000b6	government, legal
34.273476	-86.473854	191	(Q452237) motion	Q452237	#83ff73	government, legal
71.9384	-59.081383	34	(Q2795484) implementing regulation	Q2795484	#0000e8	government, legal
-67.10661	-25.735674	66	(Q7137435) parish council	Q7137435	#0034ff	government, legal
33.778404	-87.529465	191	(Q96739634) individual motion	Q96739634	#83ff73	government, legal
-7.3078346	56.055138	271	(Q163740) nonprofit organization, (Q5774403) historical society	Q163740, Q5774403	#ffae00	government, legal
4.4004536	-93.799355	128	(Q96482904) decision of the Supreme Court of Sweden	Q96482904	#00dcfe	government, legal
39.449078	-97.98551	255	(Q1505023) Interpellation	Q1505023	#ffd700	government, legal
65.39559	-71.645134	285	- , (Q7604686) UK Statutory Instrument	Q7604686	#ff8900	government, legal
64.80798	-70.30109	285	(Q7604693) Statutory Rules of Northern Ireland	Q7604693	#ff8900	government, legal
69.64015	-59.738853	34	(Q7437991) Scottish Statutory Instrument	Q7437991	#0000e8	government, legal
73.57209	-60.296677	34	(Q7604692) Statutory Rules and Orders	Q7604692	#0000e8	government, legal
69.13887	-76.40884	109	(Q101073445) New Zealand Legislative Instrument	Q101073445	#00a8ff	government, legal
69.13636	-76.4275	109	(Q101073581) New Zealand Statutory Regulation	Q101073581	#00a8ff	government, legal
-43.719944	7.518428	125	(Q98467717) record of meeting of the Riksdag	Q98467717	#00d4ff	government, legal
39.045277	-97.563034	255	(Q99045339) written question	Q99045339	#ffd700	government, legal
41.41514	-106.41142	146	(Q98491862) committee directives	Q98491862	#1fffd7	government, legal
-15.821288	-0.025017772	303	(Q97695021) multi-party motion	Q97695021	#ff5d00	government, legal
33.219006	-88.743454	191	(Q97695005) committee group motion	Q97695005	#83ff73	government, legal
33.248013	-88.67545	191	(Q97695011) party motion	Q97695011	#83ff73	government, legal
-9.089892	33.004307	186	(Q5) human	Q5	#7aff7d	human
85.0528	-20.574112	110	(Q171318) kinship	Q171318	#00acff	human
-105.44237	29.98035	359	(Q12737077) occupation	Q12737077	#ad0000	human
23.161825	-96.929535	86	(Q41710) ethnic group	Q41710	#0068ff	human
-31.33561	-149.18077	212	(Q101352) family name	Q101352	#b4ff43	human
-6.6572094	-63.905006	163	(Q4164871) position	Q4164871	#46ffb1	human
-130.33939	43.53413	253	(Q28640) profession	Q28640	#ffdb00	human
-25.235313	30.519598	197	(Q13417114) noble family	Q13417114	#90ff66	human
-43.345097	-99.15346	219	(Q11879590) female given name	Q11879590	#c1ff36	human
29.309483	6.8772283	300	(Q431289) brand	Q431289	#ff6400	human
-53.835056	-71.77096	143	(Q16334295) group of humans	Q16334295	#19ffde	human
61.39833	-18.116621	37	(Q17524420) aspect of history	Q17524420	#0000f1	human
-43.828007	-97.772095	219	(Q12308941) male given name	Q12308941	#c1ff36	human
-43.012516	-100.12389	219	(Q3409032) unisex given name	Q3409032	#c1ff36	human
49.338787	-5.842434	201	(Q10648343) duo	Q10648343	#9aff5d	human
-30.109337	-149.42633	212	(Q101352) family name, (Q1093580) Han surname	Q101352, Q1093580	#b4ff43	human
-32.30359	-149.37375	212	(Q101352) family name,  -	Q101352	#b4ff43	human
85.50806	-19.585865	110	(Q8436) family	Q8436	#00acff	human
-43.948586	-97.4523	219	(Q12308941) male given name, (Q1243157) double name	Q12308941, Q1243157	#c1ff36	human
39.623466	-1.395285	1	(Q14660) flag	Q14660	#000080	human
-30.46101	-150.9873	212	(Q202444) given name	Q202444	#b4ff43	human
-32.308388	-149.11577	212	(Q101352) family name,  -	Q101352	#b4ff43	human
-37.560722	28.990986	88	(Q386724) work	Q386724	#0070ff	human
60.32893	-19.349976	37	(Q166118) archives	Q166118	#0000f1	human
-85.67992	38.077026	74	(Q2065736) cultural property	Q2065736	#0048ff	human
-33.866154	-149.36848	212	(Q101352) family name, (Q66480858) affixed family name	Q101352, Q66480858	#b4ff43	human
-25.206665	29.554657	197	(Q27062351) Polish noble family	Q27062351	#90ff66	human
24.462177	-96.19137	86	(Q211503) clan	Q211503	#0068ff	human
-21.099302	-12.275053	267	(Q3760158) nomen	Q3760158	#ffb900	human
-84.93727	38.09916	74	(Q2065736) cultural property, (Q39614) cemetery	Q2065736, Q39614	#0048ff	human
-53.824833	117.71851	79	(Q358) heritage site	Q358	#0058ff	human
-30.897446	-147.0837	212	(Q101352) family name, (Q29042997) double surname	Q101352, Q29042997	#b4ff43	human
-128.14297	-15.123073	92	(Q699) fairy tale	Q699	#0078ff	human
73.3301	127.65661	169	(Q88865447) undifferentiated kana surname	Q88865447	#53ffa4	human
70.279816	-15.110677	127	(Q2434238) heritage	Q2434238	#00d8ff	human
60.967693	-19.125132	37	(Q5774403) historical society	Q5774403	#0000f1	human
58.256466	-120.26029	293	(Q83828) ethnic group in Indonesia	Q83828	#ff7700	human
17.17833	108.59846	111	(Q40558) smithy	Q40558	#00acff	human
102.61616	-92.63286	68	(Q309481) obituary	Q309481	#0038ff	human
73.3304	127.659485	169	(Q88865432) undifferentiated kanji surname	Q88865432	#53ffa4	human
-84.96471	33.922466	341	(Q2065736) cultural property, (Q654476) khachkar	Q2065736, Q654476	#e40000	human
17.505548	-98.286804	209	(Q1288568) modern language, (Q34770) language	Q1288568, Q34770	#adff49	human language
24.760365	-96.02254	86	(Q25295) language family	Q25295	#0068ff	human language
6.1310606	44.835926	206	(Q3062294) Latin phrase	Q3062294	#a7ff50	human language
18.173008	-99.8355	209	(Q33384) dialect	Q33384	#adff49	human language
39.67566	5.4551406	183	(Q1969448) term	Q1969448	#73ff83	human language
17.646318	-98.58061	209	(Q34770) language	Q34770	#adff49	human language
15.881034	-139.2786	198	(Q53764738) Chinese character, (Q53764782) kanji character	Q53764738, Q53764782	#94ff63	human language
-40.946392	3.2118635	297	(Q66050442) conjugation table	Q66050442	#ff6c00	human language
-40.89617	3.1672354	297	(Q66050470) conjugation table for French verb	Q66050470	#ff6c00	human language
46.727646	124.883194	312	(Q65943) theorem	Q65943	#ff4700	math
131.66628	-60.41786	175	- , (Q21199) natural number,  -	Q21199	#60ff97	math
130.84941	-60.289066	175	- , (Q21199) natural number, (Q49008) prime number	Q21199, Q49008	#60ff97	math
131.66733	-60.418755	175	- , (Q21199) natural number,  -	Q21199	#60ff97	math
-29.281092	-142.0851	11	(Q49008) prime number	Q49008	#00009f	math
106.49953	103.03335	177	(Q1014491) prime knot	Q1014491	#66ff90	math
-28.80661	1.1188363	238	(Q28912853) fraction	Q28912853	#ebff0c	math
36.087902	18.457338	235	(Q11032) newspaper	Q11032	#e4ff13	media
121.14124	-79.30293	308	(Q5398426) television series	Q5398426	#ff5200	media
56.308346	-56.92702	174	(Q41298) magazine	Q41298	#60ff97	media
-105.34085	-113.51346	69	(Q25379) play	Q25379	#003cff	media
123.41491	-76.08711	157	(Q1616075) television station	Q1616075	#39ffbe	media
93.90426	-87.10151	335	(Q202866) animated film	Q202866	#f60b00	media
12.043351	-78.03456	166	(Q63952888) anime television series	Q63952888	#4dffaa	media
123.43666	-75.98899	157	(Q2001305) television channel	Q2001305	#39ffbe	media
-2.9970021	128.9109	257	(Q14350) radio station	Q14350	#ffd300	media
122.75105	-79.717255	308	(Q15416) television program	Q15416	#ff5200	media
78.26627	-87.35433	205	(Q21198342) manga series	Q21198342	#a4ff53	media
93.874115	-87.08666	335	(Q581714) animated series	Q581714	#f60b00	media
101.19376	-89.62886	68	(Q17517379) animated short film	Q17517379	#0038ff	media
122.280106	-79.83619	308	(Q3464665) television series season	Q3464665	#ff5200	media
124.077705	-80.84002	308	(Q506240) television film	Q506240	#ff5200	media
47.40683	-45.26257	302	(Q861911) speech	Q861911	#ff6000	media
101.305824	-86.74438	68	(Q24862) short film	Q24862	#0038ff	media
113.38667	-81.45979	40	(Q21191270) television series episode	Q21191270	#0000fa	media
35.44698	28.27658	56	(Q191067) article	Q191067	#0018ff	media
113.398186	-81.88856	40	(Q1259759) miniseries	Q1259759	#0000fa	media
151.25508	19.780655	126	(Q43099869) dance production	Q43099869	#00d8ff	media
149.54999	19.34058	126	(Q7777570) theatrical production	Q7777570	#00d8ff	media
101.31742	-86.577576	68	(Q20667187) silent short film	Q20667187	#0038ff	media
-4.0668545	128.66678	257	(Q15265344) broadcaster	Q15265344	#ffd300	media
-2.4285214	129.06078	257	(Q1555508) radio program	Q1555508	#ffd300	media
123.15161	-82.78953	308	(Q1983062) episode	Q1983062	#ff5200	media
-7.9260554	3.4100971	78	(Q2668072) collection	Q2668072	#0054ff	media
123.797775	-81.6657	308	(Q1366112) television drama	Q1366112	#ff5200	media
12.14278	148.3589	168	(Q1371849) filmography	Q1371849	#50ffa7	media
-25.910269	-133.40022	241	(Q2635894) audio drama	Q2635894	#f1fc06	media
32.897305	120.34551	117	(Q18593264) item of collection or exhibition	Q18593264	#00c0ff	media
36.058548	18.775051	235	(Q5707594) news article	Q5707594	#e4ff13	media
12.686644	-78.70376	166	(Q399811) Japanese television drama	Q399811	#4dffaa	media
149.14592	19.235764	126	(Q47467768) operatic production	Q47467768	#00d8ff	media
32.827095	122.01446	117	(Q18593264) item of collection or exhibition, (Q571) book	Q18593264, Q571	#00c0ff	media
150.42992	19.567251	126	(Q43099500) performing arts production	Q43099500	#00d8ff	media
-8.079175	2.9554267	78	(Q60474998) digital collection	Q60474998	#0054ff	media
103.85599	-90.87514	68	(Q88163834) bulletin	Q88163834	#0038ff	media
32.099827	118.86577	117	(Q18593264) item of collection or exhibition, (Q18965) floor plan	Q18593264, Q18965	#00c0ff	media
57.659416	-56.729275	174	(Q91257459) PM20 country/subject folder	Q91257459	#60ff97	media
57.318848	-56.777706	174	(Q92707903) PM20 subject category	Q92707903	#60ff97	media
56.05377	2.6301851	99	(Q125191) photograph, (Q4364339) plaque	Q125191, Q4364339	#008cff	media
34.510216	118.33908	117	(Q18593264) item of collection or exhibition, (Q29382731) metal artwork	Q18593264, Q29382731	#00c0ff	media
-74.273285	44.091087	45	(Q13464614) ceramics, (Q18593264) item of collection or exhibition	Q13464614, Q18593264	#0000ff	media
32.75071	123.170654	117	(Q18593264) item of collection or exhibition, (Q28823) textile	Q18593264, Q28823	#00c0ff	media
32.565628	120.40702	117	(Q18593264) item of collection or exhibition,  -	Q18593264	#00c0ff	media
34.331673	120.78226	117	(Q18593264) item of collection or exhibition, (Q79509036) portfolio	Q18593264, Q79509036	#00c0ff	media
141.0947	-33.32633	156	(Q178561) battle	Q178561	#36ffc1	military
-54.66567	40.37523	256	(Q188055) siege	Q188055	#ffd300	military
138.72258	-34.852283	156	(Q56019) military rank	Q56019	#36ffc1	military
-47.51677	43.57792	81	(Q1785071) fort	Q1785071	#005cff	military
139.21628	-34.677586	156	(Q176799) military unit	Q176799	#36ffc1	military
140.44948	-33.837593	156	(Q645883) military operation	Q645883	#36ffc1	military
-56.083786	41.13518	256	(Q152081) concentration camp	Q152081	#ffd300	military
139.35435	-43.534126	363	(Q169534) division	Q169534	#9f0000	military
140.953	-47.314224	73	(Q102356) brigade	Q102356	#0044ff	military
140.63528	-43.60961	363	(Q679165) squadron	Q679165	#9f0000	military
138.84703	-43.46643	363	(Q52371) regiment	Q52371	#9f0000	military
-17.153034	137.02132	162	(Q11229656) tank landing ship	Q11229656	#43ffb4	military
137.4906	-34.003414	156	(Q575759) war memorial	Q575759	#36ffc1	military
140.95058	-47.271423	73	(Q6382533) battalion	Q6382533	#0044ff	military
-47.8462	43.544804	81	(Q57821) fortification	Q57821	#005cff	military
138.37317	-36.04649	156	(Q245016) military base	Q245016	#36ffc1	military
-39.24288	149.50687	52	(Q131263) barracks	Q131263	#000cff	military
137.68257	-43.278095	363	(Q10358588) infantry regiment	Q10358588	#9f0000	military
90.167366	43.902885	64	(Q210112) nuclear weapons test	Q210112	#002cff	military
61.844063	24.05379	259	(Q11242653) Supreme Commander for the Allied Powers Instruction Note	Q11242653	#ffcc00	military
5.4527087	93.73061	171	(Q61927259) Holocaust train journey	Q61927259	#5aff9d	military
-22.363056	1.4469565	317	(Q83554028) Gendarmerie barracks	Q83554028	#ff3b00	military
-53.52026	40.874973	256	(Q1388729) picket	Q1388729	#ffd300	military
-27.243704	-134.55562	241	(Q7366) song	Q7366	#f1fc06	music
-14.314644	-110.146034	316	(Q188451) music genre	Q188451	#ff3b00	music
-20.043703	-107.844795	42	(Q215380) musical group	Q215380	#0000ff	music
-26.88948	-134.39862	241	(Q207628) musical composition, (Q7366) song	Q207628, Q7366	#f1fc06	music
-13.6735525	-107.94544	316	(Q5741069) rock group	Q5741069	#ff3b00	music
-13.068367	-122.46221	105	(Q482994) album	Q482994	#009cff	music
-11.582937	-124.0408	105	(Q18127) record label	Q18127	#009cff	music
-14.1274805	-123.14947	105	(Q208569) studio album	Q208569	#009cff	music
-27.493694	-136.97195	241	(Q134556) single	Q134556	#f1fc06	music
-16.387619	-111.15266	316	(Q222910) compilation album	Q222910	#ff3b00	music
-13.018671	-121.50258	105	(Q273057) discography	Q273057	#009cff	music
-20.417967	-107.62945	42	(Q9212979) musical duo	Q9212979	#0000ff	music
-112.53148	-104.991295	250	(Q1344) opera	Q1344	#ffe200	music
-27.206717	-135.53412	241	(Q134556) single, (Q7366) song	Q134556, Q7366	#f1fc06	music
-17.4298	-110.206474	316	(Q209939) live album	Q209939	#ff3b00	music
-38.888233	-123.35726	36	(Q207628) musical composition	Q207628	#0000ed	music
-112.52301	-104.99934	250	(Q2743) musical theatre	Q2743	#ffe200	music
-40.079456	-124.00681	36	(Q178122) aria	Q178122	#0000ed	music
-35.287743	-114.72901	232	(Q943929) traditional song	Q943929	#deff19	music
-33.364666	-116.63273	232	(Q169930) extended play	Q169930	#deff19	music
-17.491669	-108.01362	316	(Q1573906) concert tour	Q1573906	#ff3b00	music
-18.728436	-109.94082	316	(Q20089094) live video album	Q20089094	#ff3b00	music
10.945212	147.64854	168	(Q1762059) film production company	Q1762059	#50ffa7	music
-24.720615	-105.765785	42	(Q42998) orchestra	Q42998	#0000ff	music
-39.044693	-123.43733	36	(Q2088357) musical ensemble	Q2088357	#0000ed	music
-121.350876	-55.21956	154	(Q55850593) music track with vocals	Q55850593	#33ffc4	music
-121.4728	-54.69816	154	(Q131186) choir	Q131186	#33ffc4	music
-18.183683	-108.97368	316	(Q182832) concert	Q182832	#ff3b00	music
-30.032444	-144.40233	11	(Q1141470) double act	Q1141470	#00009f	music
-1.3492974	129.3105	257	(Q24634210) podcast	Q24634210	#ffd300	music
-9.594013	-124.12825	105	(Q59248059) singles discography	Q59248059	#009cff	music
-11.728788	-124.056526	105	(Q7302866) audio track	Q7302866	#009cff	music
-11.616105	-125.56954	105	(Q6128115) 7'' single	Q6128115	#009cff	music
-24.762236	-105.744514	42	(Q1444) organ	Q1444	#0000ff	music
-34.18459	-115.85587	232	(Q639197) instrumental music	Q639197	#deff19	music
-34.55995	-115.47061	232	(Q55850643) music track without vocals	Q55850643	#deff19	music
35.792164	-4.8256283	1	(Q81564326) album contribution, (Q838948) work of art	Q81564326, Q838948	#000080	music
-7.6553316	1.8188912	78	(Q20741022) digital camera model	Q20741022	#0054ff	physical object
-73.23954	45.623604	45	(Q220659) archaeological artifact	Q220659	#0000ff	physical object
16.772589	38.949432	266	(Q41207) coin	Q41207	#ffb900	physical object
-29.32834	-98.94459	211	(Q101401) bell	Q101401	#b1ff46	physical object
74.73587	-5.332815	194	(Q721747) commemorative plaque	Q721747	#8aff6d	physical object
146.20918	39.874664	77	(Q191851) vase	Q191851	#0050ff	physical object
-94.81917	-42.847317	75	(Q151771) candlestick	Q151771	#004cff	physical object
30.915327	120.608116	117	(Q19515368) dossier	Q19515368	#00c0ff	physical object
-73.48391	45.259697	45	(Q18593264) item of collection or exhibition, (Q220659) archaeological artifact	Q18593264, Q220659	#0000ff	physical object
16.43277	38.96331	266	(Q220659) archaeological artifact, (Q41207) coin	Q220659, Q41207	#ffb900	physical object
-94.98004	-26.459858	199	(Q215172) chasuble	Q215172	#97ff60	physical object
-71.85213	45.681038	45	(Q11086567) fragment, (Q220659) archaeological artifact	Q11086567, Q220659	#0000ff	physical object
-2.1717913	8.750589	260	(Q1497364) building complex	Q1497364	#ffcc00	public facility, transportation
36.62545	53.60568	50	(Q79007) street	Q79007	#0008ff	public facility, transportation
35.838924	59.206165	324	(Q174782) square	Q174782	#ff2900	public facility, transportation
13.088883	-34.966354	243	(Q2651004) palazzo	Q2651004	#f8f500	public facility, transportation
-48.027336	-7.3788757	59	(Q39614) cemetery	Q39614	#0020ff	public facility, transportation
-101.13706	-113.520256	69	(Q641226) arena	Q641226	#003cff	public facility, transportation
32.743736	-9.81849	364	(Q207694) art museum	Q207694	#9b0000	public facility, transportation
68.330414	74.21626	57	(Q28564) public library	Q28564	#001cff	public facility, transportation
